Qu1,Qu2,ID1,ID2,Distance,Type
Should the federal government provide more support for the integration of foreigners?,Do you support a further reduction in contributions paid by financially strong cantons to financially weak cantons within the framework of financial equalisation (NFA)?,3391,3437,0.5939060809128422,Real-Symmetric
Should same-sex couples have the same rights as heterosexual couples in all areas?,Should the protection against dismissal for older employees be extended?,3432,3444,0.5939182243956546,Real-Symmetric
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,"Should the federal government spend more or less in the area of ""Development assistance""?",3415,3472,0.5939314715482821,Real-Symmetric
"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?",Should campaign finance for political parties and referendums be openly declared?,3424,3458,0.5940420536734691,Real-Symmetric
Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",3464,3465,0.5940557997404463,Real-Symmetric
Should cannabis use be legalized?,Do you support cantonal efforts to reduce social welfare benefits?,3392,3416,0.5940561007456534,Real-Symmetric
"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?","Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",3424,3445,0.5941695688434505,Real-Symmetric
Should sans-papiers be able to obtain a regularized residence status more easily?,Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,3429,3459,0.5941818072551002,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,3420,3455,0.594200665953323,Real-Symmetric
"Are you in favour of introducing ""Road Pricing"" for motorised individual transport on busy roads?",Should Switzerland start membership negotiations with the EU?,3452,3468,0.5942113990940888,Real-Symmetric
"Are you in favour of introducing ""Road Pricing"" for motorised individual transport on busy roads?",Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,3452,3454,0.5942435973532237,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should Switzerland start membership negotiations with the EU?,3426,3468,0.5942695753623047,Real-Symmetric
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,Should Switzerland strive for a free trade agreement with the USA?,3421,3469,0.5942752923778661,Real-Symmetric
An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,3422,3455,0.5943314566241188,Real-Symmetric
Should the rules for reproductive medicine be further relaxed?,"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",3433,3445,0.5943471014332591,Real-Symmetric
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,Should the requirements for naturalization be increased?,3415,3431,0.5943863119338559,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,Should the export of war materials from Switzerland be banned? ,3440,3462,0.594390122535136,Real-Symmetric
