Qu1,Qu2,Similarity,Type
Should automatic facial recognition be banned in public spaces?,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.19835317134857178,Real-Symmetric
Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],"Should the federal government spend more or less in the area of ""Public transport""?",0.19830866158008575,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.1981479674577713,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.19808073341846466,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should the federal government provide more financial support for public housing construction? [BePart question],0.19804896414279938,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should cannabis use be legalized? [BePart question],0.1979254186153412,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.19783321022987366,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.19783198833465576,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,0.1978180706501007,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?",Should automatic facial recognition be banned in public spaces?,0.1972404271364212,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],"Should the federal government spend more or less in the area of ""Education and research""?",0.1971365064382553,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should cannabis use be legalized? [BePart question],0.19711391627788544,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Should automatic facial recognition be banned in public spaces?,0.19711217284202576,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",Should automatic facial recognition be banned in public spaces?,0.19703112542629242,Real-Symmetric
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,Are you in favour of lowering the voting age to 16?,0.19700445234775543,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"Should the federal government spend more or less in the area of ""Social services""?",0.19694381952285767,Real-Symmetric
