Qu1,Qu2,Distance,Type
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.6031246956147528,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.6031607661735586,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should direct payments only be granted to farmers with proof of ecological performance?,0.6032069135788269,Real-Symmetric
"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",Should the state guarantee a comprehensive public service offering also in rural regions?,0.6032238103538418,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should the Swiss Armed Forces expand their cooperation with NATO?,0.6032541443120799,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?","Should the federal government spend more or less in the area of ""Agriculture""?",0.6032578988978948,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,"Should the federal government spend more or less in the area of ""Social services""?",0.6032775606893755,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.6032866503462196,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]","Should the federal government spend more or less in the area of ""Social services""?",0.6032979134266674,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.6033937399044135,Real-Symmetric
Should busy sections of highways be widened?,Should the construction of new nuclear power plants in Switzerland be allowed again?,0.6034389805195296,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.6034940944151969,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,"Should the federal government spend more or less in the area of ""Public security""?",0.6035615477635912,Real-Symmetric
